4	4:-64.0	5:-56.0
4	4:-68.0	5:-57.0
4	4:-65.0	5:-56.0
4	4:-67.0	5:-56.0
4	4:-66.0	5:-56.0
4	4:-65.0	5:-55.0
4	4:-66.0	5:-56.0
4	4:-67.0	5:-53.0
4	4:-66.0	5:-54.0
4	4:-64.0	5:-56.0
4	4:-66.0	5:-57.0
4	4:-66.0	5:-56.0
4	4:-65.0	5:-54.0
4	4:-67.0	5:-54.0
4	4:-67.0	5:-56.0
4	4:-65.0	5:-55.0
4	4:-65.0	5:-57.0
4	4:-66.0	5:-54.0
4	4:-68.0	5:-56.0
4	4:-65.0	5:-55.0
4	4:-65.0	5:-55.0
4	4:-68.0	5:-55.0
4	4:-67.0	5:-54.0
4	4:-66.0	5:-54.0
4	4:-65.0	5:-54.0
4	4:-66.0	5:-55.0
4	4:-66.0	5:-56.0
4	4:-64.0	5:-54.0
5	4:-63.0	5:-65.0
5	4:-63.0	5:-63.0
5	4:-66.0	5:-63.0
5	4:-63.0	5:-64.0
5	4:-63.0	5:-64.0
5	4:-65.0	5:-65.0
5	4:-65.0	5:-65.0
5	4:-64.0	5:-65.0
5	4:-63.0	5:-63.0
5	4:-63.0	5:-66.0
5	4:-65.0	5:-66.0
5	4:-64.0	5:-66.0
5	4:-62.0	5:-66.0
5	4:-65.0	5:-66.0
5	4:-62.0	5:-66.0
5	4:-64.0	5:-63.0
5	4:-66.0	5:-64.0
5	4:-66.0	5:-63.0
5	4:-63.0	5:-65.0
5	4:-65.0	5:-66.0
5	4:-65.0	5:-65.0
5	4:-65.0	5:-66.0
6	9:-68.0	10:-63.0
6	9:-67.0	10:-62.0
6	9:-67.0	10:-63.0
6	9:-65.0	10:-60.0
6	9:-69.0	10:-62.0
6	9:-66.0	10:-61.0
6	9:-68.0	10:-61.0
6	9:-68.0	10:-60.0
6	9:-68.0	10:-62.0
6	9:-67.0	10:-61.0
6	9:-69.0	10:-63.0
6	9:-68.0	10:-60.0
6	9:-67.0	10:-60.0
6	9:-69.0	10:-63.0
6	9:-67.0	10:-61.0
6	9:-69.0	10:-62.0
6	9:-65.0	10:-60.0
6	9:-66.0	10:-62.0
6	9:-66.0	10:-63.0
6	9:-66.0	10:-60.0
6	9:-66.0	10:-63.0
6	9:-68.0	10:-62.0
6	9:-65.0	10:-61.0
6	9:-67.0	10:-60.0
7	9:-63.0	10:-53.0
7	9:-63.0	10:-53.0
7	9:-61.0	10:-53.0
7	9:-61.0	10:-56.0
7	9:-60.0	10:-55.0
7	9:-62.0	10:-56.0
7	9:-63.0	10:-54.0
7	9:-62.0	10:-56.0
7	9:-60.0	10:-53.0
7	9:-59.0	10:-55.0
7	9:-63.0	10:-52.0
7	9:-61.0	10:-55.0
7	9:-60.0	10:-52.0
7	9:-60.0	10:-55.0
7	9:-60.0	10:-55.0
7	9:-62.0	10:-56.0
7	9:-60.0	10:-55.0
7	9:-61.0	10:-53.0
7	9:-62.0	10:-55.0
7	9:-63.0	10:-54.0
7	9:-62.0	10:-53.0
7	9:-63.0	10:-53.0
7	9:-61.0	10:-56.0
7	9:-62.0	10:-53.0
7	9:-60.0	10:-55.0
7	9:-62.0	10:-52.0
7	9:-61.0	10:-54.0
7	9:-60.0	10:-54.0
8	4:-70.0	5:-67.0	9:-66.0	10:-66.0
8	4:-69.0	5:-65.0	9:-67.0	10:-67.0
8	4:-71.0	5:-65.0	9:-68.0	10:-68.0
8	4:-71.0	5:-65.0	9:-67.0	10:-67.0
8	4:-71.0	5:-67.0	9:-68.0	10:-69.0
8	4:-68.0	5:-65.0	9:-66.0	10:-66.0
8	4:-69.0	5:-65.0	9:-67.0	10:-66.0
8	4:-72.0	5:-65.0	9:-67.0	10:-67.0
8	4:-71.0	5:-67.0	9:-66.0	10:-68.0
8	4:-69.0	5:-67.0	9:-69.0	10:-66.0
8	4:-71.0	5:-65.0	9:-67.0	10:-67.0
8	4:-71.0	5:-68.0	9:-67.0	10:-67.0
8	4:-70.0	5:-66.0	9:-69.0	10:-68.0
8	4:-71.0	5:-65.0	9:-68.0	10:-69.0
8	4:-72.0	5:-66.0	9:-66.0	10:-68.0
8	4:-71.0	5:-65.0	9:-67.0	10:-67.0
8	4:-70.0	5:-66.0	9:-69.0	10:-67.0
8	4:-71.0	5:-65.0	9:-68.0	10:-67.0
8	4:-69.0	5:-65.0	9:-69.0	10:-66.0
8	4:-70.0	5:-65.0	9:-68.0	10:-67.0
8	4:-72.0	5:-65.0	9:-68.0	10:-68.0
8	4:-70.0	5:-67.0	9:-68.0	10:-67.0
8	4:-70.0	5:-65.0	9:-67.0	10:-67.0
8	4:-70.0	5:-66.0	9:-69.0	10:-68.0
9	4:-57.0	5:-55.0
9	4:-58.0	5:-53.0
9	4:-58.0	5:-53.0
9	4:-57.0	5:-54.0
9	4:-57.0	5:-53.0
9	4:-58.0	5:-53.0
9	4:-56.0	5:-55.0
9	4:-58.0	5:-55.0
9	4:-58.0	5:-57.0
9	4:-59.0	5:-55.0
9	4:-58.0	5:-53.0
9	4:-58.0	5:-55.0
9	4:-60.0	5:-55.0
9	4:-57.0	5:-55.0
9	4:-59.0	5:-54.0
9	4:-58.0	5:-54.0
9	4:-57.0	5:-54.0
9	4:-58.0	5:-53.0
9	4:-57.0	5:-56.0
9	4:-59.0	5:-55.0
9	4:-59.0	5:-55.0
9	4:-59.0	5:-53.0
9	4:-58.0	5:-54.0
9	4:-56.0	5:-55.0
9	4:-57.0	5:-56.0
9	4:-59.0	5:-55.0
9	4:-56.0	5:-54.0
9	4:-60.0	5:-55.0
9	4:-59.0	5:-56.0
10	3:-65.0	4:-49.0	5:-65.0
10	3:-66.0	4:-50.0	5:-65.0
10	3:-65.0	4:-51.0	5:-65.0
10	3:-67.0	4:-52.0	5:-64.0
10	3:-65.0	4:-49.0	5:-65.0
10	3:-65.0	4:-51.0	5:-65.0
10	3:-68.0	4:-49.0	5:-65.0
10	3:-65.0	4:-52.0	5:-64.0
10	3:-66.0	4:-48.0	5:-66.0
10	3:-67.0	4:-49.0	5:-64.0
10	3:-66.0	4:-52.0	5:-66.0
10	3:-68.0	4:-50.0	5:-63.0
10	3:-65.0	4:-50.0	5:-64.0
10	3:-65.0	4:-51.0	5:-64.0
10	3:-67.0	4:-49.0	5:-65.0
10	3:-67.0	4:-49.0	5:-66.0
10	3:-66.0	4:-50.0	5:-65.0
10	3:-67.0	4:-51.0	5:-66.0
10	3:-66.0	4:-51.0	5:-65.0
10	3:-65.0	4:-52.0	5:-64.0
10	3:-67.0	4:-49.0	5:-63.0
10	3:-66.0	4:-51.0	5:-65.0
10	3:-66.0	4:-49.0	5:-66.0
11	10:-64.0
11	10:-64.0
11	10:-63.0
11	10:-63.0
11	10:-65.0
11	10:-65.0
11	10:-61.0
11	10:-64.0
11	10:-64.0
11	10:-61.0
11	10:-63.0
11	10:-62.0
11	10:-64.0
11	10:-64.0
11	10:-62.0
11	10:-65.0
11	10:-65.0
11	10:-63.0
11	10:-65.0
11	10:-61.0
11	10:-65.0
11	10:-64.0
11	10:-62.0
11	10:-65.0
12	10:-59.0
12	10:-60.0
12	10:-58.0
12	10:-60.0
12	10:-58.0
12	10:-58.0
12	10:-58.0
12	10:-57.0
12	10:-57.0
12	10:-57.0
12	10:-58.0
12	10:-59.0
12	10:-59.0
12	10:-57.0
12	10:-59.0
12	10:-59.0
12	10:-57.0
12	10:-60.0
12	10:-60.0
12	10:-57.0
12	10:-59.0
12	10:-59.0
12	10:-58.0
12	10:-57.0
12	10:-60.0
12	10:-59.0
13	10:-68.0
13	10:-69.0
13	10:-69.0
13	10:-68.0
13	10:-67.0
13	10:-68.0
13	10:-69.0
13	10:-69.0
13	10:-68.0
13	10:-68.0
13	10:-68.0
13	10:-66.0
13	10:-66.0
13	10:-67.0
13	10:-70.0
13	10:-68.0
13	10:-67.0
13	10:-67.0
13	10:-70.0
13	10:-68.0
13	10:-69.0
13	10:-70.0
14	4:-68.0	5:-70.0
14	4:-68.0	5:-69.0
14	4:-68.0	5:-69.0
14	4:-66.0	5:-69.0
14	4:-66.0	5:-71.0
14	4:-68.0	5:-69.0
14	4:-68.0	5:-67.0
14	4:-67.0	5:-68.0
14	4:-65.0	5:-69.0
14	4:-66.0	5:-70.0
14	4:-65.0	5:-69.0
14	4:-68.0	5:-70.0
14	4:-66.0	5:-67.0
14	4:-65.0	5:-70.0
14	4:-65.0	5:-71.0
14	4:-68.0	5:-69.0
14	4:-67.0	5:-68.0
14	4:-66.0	5:-70.0
14	4:-67.0	5:-68.0
14	4:-65.0	5:-67.0
14	4:-68.0	5:-69.0
14	4:-66.0	5:-71.0
14	4:-66.0	5:-68.0
14	4:-65.0	5:-70.0
14	4:-66.0	5:-70.0
14	4:-67.0	5:-69.0
15	3:-60.0	4:-64.0
15	3:-57.0	4:-67.0
15	3:-59.0	4:-67.0
15	3:-60.0	4:-64.0
15	3:-59.0	4:-64.0
15	3:-60.0	4:-67.0
15	3:-60.0	4:-65.0
15	3:-59.0	4:-63.0
15	3:-58.0	4:-64.0
15	3:-58.0	4:-65.0
15	3:-61.0	4:-66.0
15	3:-61.0	4:-65.0
15	3:-58.0	4:-65.0
15	3:-60.0	4:-64.0
15	3:-60.0	4:-66.0
15	3:-58.0	4:-67.0
15	3:-60.0	4:-67.0
15	3:-59.0	4:-65.0
15	3:-60.0	4:-64.0
15	3:-59.0	4:-65.0
15	3:-58.0	4:-65.0
15	3:-58.0	4:-65.0
15	3:-61.0	4:-66.0
15	3:-59.0	4:-67.0
17	10:-72.0	11:-68.0
17	10:-71.0	11:-71.0
17	10:-72.0	11:-70.0
17	10:-70.0	11:-69.0
17	10:-70.0	11:-71.0
17	10:-69.0	11:-70.0
17	10:-71.0	11:-68.0
17	10:-71.0	11:-70.0
17	10:-70.0	11:-68.0
17	10:-69.0	11:-70.0
17	10:-72.0	11:-71.0
17	10:-69.0	11:-68.0
17	10:-71.0	11:-70.0
17	10:-72.0	11:-68.0
17	10:-69.0	11:-70.0
17	10:-72.0	11:-70.0
17	10:-70.0	11:-68.0
17	10:-70.0	11:-69.0
17	10:-69.0	11:-71.0
17	10:-68.0	11:-70.0
17	10:-72.0	11:-70.0
17	10:-72.0	11:-70.0
17	10:-69.0	11:-71.0
20	2:-68.0	3:-67.0	8:-71.0
20	2:-69.0	3:-65.0	8:-71.0
20	2:-70.0	3:-66.0	8:-71.0
20	2:-68.0	3:-65.0	8:-70.0
20	2:-71.0	3:-67.0	8:-68.0
20	2:-69.0	3:-67.0	8:-70.0
20	2:-69.0	3:-67.0	8:-70.0
20	2:-68.0	3:-68.0	8:-68.0
20	2:-69.0	3:-64.0	8:-70.0
20	2:-70.0	3:-66.0	8:-69.0
20	2:-68.0	3:-66.0	8:-70.0
20	2:-68.0	3:-67.0	8:-70.0
20	2:-69.0	3:-68.0	8:-72.0
20	2:-69.0	3:-67.0	8:-72.0
20	2:-69.0	3:-68.0	8:-71.0
20	2:-71.0	3:-67.0	8:-72.0
20	2:-71.0	3:-66.0	8:-69.0
20	2:-70.0	3:-65.0	8:-70.0
20	2:-69.0	3:-65.0	8:-70.0
20	2:-68.0	3:-65.0	8:-69.0
20	2:-68.0	3:-68.0	8:-71.0
20	2:-68.0	3:-68.0	8:-71.0
20	2:-70.0	3:-67.0	8:-70.0
20	2:-70.0	3:-64.0	8:-69.0
20	2:-68.0	3:-67.0	8:-70.0
20	2:-71.0	3:-65.0	8:-69.0
20	2:-71.0	3:-66.0	8:-71.0
21	11:-68.0
21	11:-68.0
21	11:-69.0
21	11:-66.0
21	11:-68.0
21	11:-68.0
21	11:-69.0
21	11:-66.0
21	11:-66.0
21	11:-66.0
21	11:-66.0
21	11:-69.0
21	11:-67.0
21	11:-69.0
21	11:-69.0
21	11:-66.0
21	11:-68.0
21	11:-65.0
21	11:-65.0
21	11:-66.0
22	11:-58.0
22	11:-55.0
22	11:-57.0
22	11:-55.0
22	11:-57.0
22	11:-58.0
22	11:-55.0
22	11:-56.0
22	11:-57.0
22	11:-58.0
22	11:-56.0
22	11:-57.0
22	11:-57.0
22	11:-57.0
22	11:-56.0
22	11:-54.0
22	11:-57.0
22	11:-54.0
22	11:-54.0
22	11:-55.0
22	11:-55.0
22	11:-55.0
22	11:-56.0
23	11:-63.0
23	11:-65.0
23	11:-65.0
23	11:-66.0
23	11:-63.0
23	11:-65.0
23	11:-65.0
23	11:-63.0
23	11:-64.0
23	11:-63.0
23	11:-63.0
23	11:-65.0
23	11:-63.0
23	11:-65.0
23	11:-66.0
23	11:-64.0
23	11:-65.0
23	11:-63.0
23	11:-65.0
23	11:-66.0
23	11:-65.0
23	11:-64.0
24	2:-71.0	8:-63.0
24	2:-69.0	8:-64.0
24	2:-70.0	8:-63.0
24	2:-70.0	8:-65.0
24	2:-70.0	8:-65.0
24	2:-69.0	8:-63.0
24	2:-69.0	8:-65.0
24	2:-71.0	8:-65.0
24	2:-70.0	8:-63.0
24	2:-70.0	8:-64.0
24	2:-70.0	8:-66.0
24	2:-72.0	8:-65.0
24	2:-72.0	8:-64.0
24	2:-70.0	8:-64.0
24	2:-71.0	8:-63.0
24	2:-70.0	8:-66.0
24	2:-70.0	8:-64.0
24	2:-69.0	8:-63.0
24	2:-71.0	8:-66.0
24	2:-71.0	8:-66.0
24	2:-71.0	8:-65.0
24	2:-72.0	8:-66.0
24	2:-70.0	8:-64.0
24	2:-71.0	8:-64.0
24	2:-70.0	8:-63.0
24	2:-69.0	8:-65.0
25	2:-61.0	6:-67.0	7:-66.0	8:-57.0
25	2:-61.0	6:-68.0	7:-67.0	8:-56.0
25	2:-58.0	6:-70.0	7:-67.0	8:-57.0
25	2:-60.0	6:-68.0	7:-68.0	8:-58.0
25	2:-60.0	6:-67.0	7:-66.0	8:-56.0
25	2:-61.0	6:-68.0	7:-67.0	8:-58.0
25	2:-62.0	6:-70.0	7:-66.0	8:-57.0
25	2:-60.0	6:-68.0	7:-67.0	8:-58.0
25	2:-60.0	6:-67.0	7:-66.0	8:-59.0
25	2:-59.0	6:-71.0	7:-65.0	8:-57.0
25	2:-60.0	6:-70.0	7:-67.0	8:-58.0
25	2:-58.0	6:-69.0	7:-66.0	8:-57.0
25	2:-61.0	6:-68.0	7:-67.0	8:-58.0
25	2:-60.0	6:-70.0	7:-65.0	8:-57.0
25	2:-60.0	6:-68.0	7:-65.0	8:-59.0
25	2:-59.0	6:-69.0	7:-68.0	8:-58.0
25	2:-59.0	6:-68.0	7:-68.0	8:-56.0
25	2:-58.0	6:-69.0	7:-68.0	8:-58.0
25	2:-58.0	6:-70.0	7:-68.0	8:-59.0
25	2:-60.0	6:-70.0	7:-66.0	8:-56.0
25	2:-59.0	6:-70.0	7:-66.0	8:-57.0
25	2:-62.0	6:-67.0	7:-68.0	8:-58.0
25	2:-59.0	6:-70.0	7:-66.0	8:-56.0
26	11:-67.0	13:-69.0
26	11:-67.0	13:-70.0
26	11:-67.0	13:-70.0
26	11:-66.0	13:-70.0
26	11:-67.0	13:-68.0
26	11:-66.0	13:-67.0
26	11:-66.0	13:-70.0
26	11:-66.0	13:-69.0
26	11:-66.0	13:-68.0
26	11:-65.0	13:-67.0
26	11:-68.0	13:-69.0
26	11:-68.0	13:-69.0
26	11:-67.0	13:-70.0
26	11:-66.0	13:-70.0
26	11:-66.0	13:-69.0
26	11:-67.0	13:-69.0
26	11:-68.0	13:-69.0
26	11:-67.0	13:-67.0
26	11:-67.0	13:-69.0
26	11:-66.0	13:-69.0
26	11:-66.0	13:-70.0
26	11:-68.0	13:-67.0
26	11:-67.0	13:-69.0
27	1:-68.0	11:-55.0	12:-66.0	13:-62.0
27	1:-71.0	11:-53.0	12:-64.0	13:-61.0
27	1:-71.0	11:-55.0	12:-65.0	13:-60.0
27	1:-71.0	11:-53.0	12:-64.0	13:-59.0
27	1:-71.0	11:-52.0	12:-66.0	13:-61.0
27	1:-69.0	11:-53.0	12:-67.0	13:-61.0
27	1:-70.0	11:-56.0	12:-64.0	13:-61.0
27	1:-68.0	11:-53.0	12:-64.0	13:-61.0
27	1:-71.0	11:-52.0	12:-66.0	13:-59.0
27	1:-70.0	11:-53.0	12:-65.0	13:-60.0
27	1:-68.0	11:-53.0	12:-66.0	13:-63.0
27	1:-70.0	11:-56.0	12:-67.0	13:-59.0
27	1:-68.0	11:-52.0	12:-65.0	13:-62.0
27	1:-71.0	11:-54.0	12:-64.0	13:-62.0
27	1:-68.0	11:-53.0	12:-66.0	13:-60.0
27	1:-70.0	11:-52.0	12:-65.0	13:-63.0
27	1:-71.0	11:-54.0	12:-65.0	13:-59.0
27	1:-69.0	11:-53.0	12:-65.0	13:-61.0
27	1:-68.0	11:-55.0	12:-66.0	13:-62.0
27	1:-69.0	11:-54.0	12:-65.0	13:-59.0
27	1:-68.0	11:-55.0	12:-63.0	13:-61.0
27	1:-68.0	11:-53.0	12:-66.0	13:-62.0
28	1:-63.0	11:-62.0	12:-67.0	13:-67.0
28	1:-61.0	11:-65.0	12:-67.0	13:-66.0
28	1:-61.0	11:-65.0	12:-65.0	13:-65.0
28	1:-62.0	11:-65.0	12:-66.0	13:-64.0
28	1:-62.0	11:-65.0	12:-65.0	13:-66.0
28	1:-62.0	11:-65.0	12:-67.0	13:-64.0
28	1:-61.0	11:-65.0	12:-67.0	13:-66.0
28	1:-60.0	11:-62.0	12:-67.0	13:-63.0
28	1:-60.0	11:-66.0	12:-65.0	13:-66.0
28	1:-63.0	11:-64.0	12:-65.0	13:-64.0
28	1:-60.0	11:-65.0	12:-66.0	13:-64.0
28	1:-61.0	11:-62.0	12:-67.0	13:-66.0
28	1:-60.0	11:-64.0	12:-66.0	13:-64.0
28	1:-59.0	11:-62.0	12:-67.0	13:-66.0
28	1:-62.0	11:-62.0	12:-65.0	13:-66.0
28	1:-59.0	11:-65.0	12:-67.0	13:-66.0
28	1:-60.0	11:-64.0	12:-66.0	13:-64.0
28	1:-60.0	11:-63.0	12:-65.0	13:-64.0
28	1:-62.0	11:-65.0	12:-67.0	13:-63.0
28	1:-62.0	11:-64.0	12:-65.0	13:-66.0
28	1:-59.0	11:-65.0	12:-66.0	13:-65.0
28	1:-60.0	11:-62.0	12:-66.0	13:-64.0
28	1:-59.0	11:-65.0	12:-66.0	13:-65.0
28	1:-60.0	11:-64.0	12:-67.0	13:-66.0
28	1:-61.0	11:-63.0	12:-67.0	13:-65.0
28	1:-61.0	11:-66.0	12:-66.0	13:-63.0
28	1:-61.0	11:-64.0	12:-67.0	13:-67.0
29	0:-71.0	1:-65.0	7:-67.0	8:-64.0
29	0:-70.0	1:-66.0	7:-68.0	8:-65.0
29	0:-69.0	1:-64.0	7:-67.0	8:-62.0
29	0:-71.0	1:-62.0	7:-66.0	8:-63.0
29	0:-71.0	1:-62.0	7:-68.0	8:-63.0
29	0:-72.0	1:-64.0	7:-66.0	8:-65.0
29	0:-70.0	1:-64.0	7:-68.0	8:-65.0
29	0:-70.0	1:-62.0	7:-67.0	8:-64.0
29	0:-71.0	1:-64.0	7:-67.0	8:-65.0
29	0:-70.0	1:-63.0	7:-66.0	8:-63.0
29	0:-69.0	1:-63.0	7:-67.0	8:-63.0
29	0:-71.0	1:-63.0	7:-68.0	8:-63.0
29	0:-70.0	1:-63.0	7:-69.0	8:-63.0
29	0:-69.0	1:-63.0	7:-68.0	8:-63.0
29	0:-71.0	1:-64.0	7:-69.0	8:-63.0
29	0:-70.0	1:-63.0	7:-69.0	8:-64.0
29	0:-72.0	1:-65.0	7:-69.0	8:-63.0
29	0:-72.0	1:-65.0	7:-68.0	8:-62.0
29	0:-70.0	1:-62.0	7:-67.0	8:-64.0
29	0:-72.0	1:-63.0	7:-68.0	8:-62.0
29	0:-69.0	1:-65.0	7:-69.0	8:-62.0
29	0:-70.0	1:-65.0	7:-66.0	8:-64.0
30	2:-59.0	6:-63.0	7:-51.0	8:-52.0
30	2:-62.0	6:-61.0	7:-50.0	8:-54.0
30	2:-62.0	6:-62.0	7:-51.0	8:-53.0
30	2:-63.0	6:-64.0	7:-52.0	8:-54.0
30	2:-59.0	6:-64.0	7:-52.0	8:-51.0
30	2:-61.0	6:-63.0	7:-52.0	8:-55.0
30	2:-61.0	6:-61.0	7:-51.0	8:-55.0
30	2:-59.0	6:-61.0	7:-51.0	8:-54.0
30	2:-61.0	6:-63.0	7:-52.0	8:-53.0
30	2:-61.0	6:-62.0	7:-53.0	8:-53.0
30	2:-61.0	6:-60.0	7:-50.0	8:-53.0
30	2:-60.0	6:-64.0	7:-53.0	8:-53.0
30	2:-63.0	6:-63.0	7:-50.0	8:-54.0
30	2:-62.0	6:-63.0	7:-51.0	8:-53.0
30	2:-59.0	6:-62.0	7:-53.0	8:-52.0
30	2:-63.0	6:-61.0	7:-53.0	8:-51.0
30	2:-60.0	6:-62.0	7:-50.0	8:-53.0
30	2:-61.0	6:-64.0	7:-50.0	8:-53.0
30	2:-63.0	6:-61.0	7:-50.0	8:-54.0
30	2:-62.0	6:-63.0	7:-53.0	8:-53.0
30	2:-63.0	6:-63.0	7:-53.0	8:-54.0
30	2:-60.0	6:-61.0	7:-52.0	8:-52.0
30	2:-60.0	6:-62.0	7:-54.0	8:-52.0
30	2:-60.0	6:-61.0	7:-51.0	8:-52.0
31	12:-67.0	13:-68.0
31	12:-66.0	13:-67.0
31	12:-67.0	13:-67.0
31	12:-70.0	13:-67.0
31	12:-70.0	13:-67.0
31	12:-70.0	13:-66.0
31	12:-69.0	13:-66.0
31	12:-66.0	13:-68.0
31	12:-68.0	13:-66.0
31	12:-69.0	13:-65.0
31	12:-70.0	13:-67.0
31	12:-67.0	13:-66.0
31	12:-67.0	13:-68.0
31	12:-67.0	13:-67.0
31	12:-66.0	13:-65.0
31	12:-70.0	13:-66.0
31	12:-70.0	13:-68.0
31	12:-68.0	13:-65.0
31	12:-67.0	13:-65.0
31	12:-68.0	13:-69.0
31	12:-68.0	13:-66.0
32	1:-70.0	11:-67.0	12:-52.0	13:-51.0
32	1:-66.0	11:-69.0	12:-50.0	13:-48.0
32	1:-68.0	11:-68.0	12:-52.0	13:-49.0
32	1:-67.0	11:-70.0	12:-53.0	13:-51.0
32	1:-69.0	11:-69.0	12:-53.0	13:-50.0
32	1:-69.0	11:-68.0	12:-53.0	13:-51.0
32	1:-67.0	11:-70.0	12:-53.0	13:-49.0
32	1:-69.0	11:-67.0	12:-51.0	13:-49.0
32	1:-67.0	11:-67.0	12:-52.0	13:-50.0
32	1:-68.0	11:-71.0	12:-52.0	13:-49.0
32	1:-67.0	11:-71.0	12:-51.0	13:-51.0
32	1:-68.0	11:-70.0	12:-51.0	13:-50.0
32	1:-68.0	11:-71.0	12:-51.0	13:-50.0
32	1:-67.0	11:-70.0	12:-52.0	13:-48.0
32	1:-68.0	11:-70.0	12:-53.0	13:-50.0
32	1:-68.0	11:-69.0	12:-52.0	13:-48.0
32	1:-69.0	11:-68.0	12:-50.0	13:-51.0
32	1:-69.0	11:-68.0	12:-53.0	13:-48.0
32	1:-68.0	11:-68.0	12:-53.0	13:-50.0
32	1:-70.0	11:-69.0	12:-50.0	13:-48.0
32	1:-66.0	11:-69.0	12:-51.0	13:-48.0
32	1:-69.0	11:-70.0	12:-52.0	13:-51.0
32	1:-69.0	11:-69.0	12:-52.0	13:-49.0
32	1:-69.0	11:-68.0	12:-52.0	13:-51.0
32	1:-69.0	11:-70.0	12:-53.0	13:-49.0
32	1:-66.0	11:-70.0	12:-51.0	13:-48.0
32	1:-69.0	11:-67.0	12:-50.0	13:-49.0
32	1:-68.0	11:-68.0	12:-54.0	13:-48.0
32	1:-69.0	11:-70.0	12:-54.0	13:-49.0
33	0:-65.0	1:-53.0	12:-59.0	13:-62.0
33	0:-64.0	1:-52.0	12:-58.0	13:-61.0
33	0:-65.0	1:-51.0	12:-57.0	13:-63.0
33	0:-64.0	1:-51.0	12:-59.0	13:-60.0
33	0:-64.0	1:-53.0	12:-56.0	13:-60.0
33	0:-67.0	1:-54.0	12:-57.0	13:-61.0
33	0:-65.0	1:-53.0	12:-58.0	13:-61.0
33	0:-67.0	1:-53.0	12:-55.0	13:-60.0
33	0:-67.0	1:-54.0	12:-56.0	13:-62.0
33	0:-65.0	1:-51.0	12:-56.0	13:-62.0
33	0:-66.0	1:-53.0	12:-57.0	13:-59.0
33	0:-65.0	1:-52.0	12:-57.0	13:-61.0
33	0:-64.0	1:-53.0	12:-59.0	13:-63.0
33	0:-67.0	1:-51.0	12:-58.0	13:-61.0
33	0:-66.0	1:-52.0	12:-58.0	13:-60.0
33	0:-66.0	1:-52.0	12:-56.0	13:-60.0
33	0:-67.0	1:-52.0	12:-56.0	13:-59.0
33	0:-67.0	1:-54.0	12:-56.0	13:-62.0
33	0:-66.0	1:-52.0	12:-58.0	13:-59.0
33	0:-65.0	1:-53.0	12:-58.0	13:-62.0
33	0:-67.0	1:-54.0	12:-59.0	13:-62.0
33	0:-65.0	1:-54.0	12:-57.0	13:-61.0
33	0:-66.0	1:-52.0	12:-57.0	13:-59.0
34	0:-58.0	1:-58.0	7:-68.0	8:-72.0	12:-69.0
34	0:-58.0	1:-62.0	7:-70.0	8:-70.0	12:-68.0
34	0:-56.0	1:-60.0	7:-68.0	8:-69.0	12:-69.0
34	0:-59.0	1:-60.0	7:-70.0	8:-71.0	12:-68.0
34	0:-58.0	1:-60.0	7:-71.0	8:-72.0	12:-70.0
34	0:-59.0	1:-60.0	7:-68.0	8:-70.0	12:-72.0
