"itemId","globalId","name","firstPartitionGlobalId","secondPartitionGlobalId ","accessRule","x","y"
"1013","1h7qyFpbf0qggP_pQnt_Ct","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189597","203","208","[]","328.55075000000016","259.159541666667"
"1016","1h7qyFpbf0qggP_pQnt_rV","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191221","207","201","[]","323.3710466666668","268.6792500000003"
"1017","1h7qyFpbf0qggP_pQnt_0z","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190359","223","225","[]","356.14463","281.58617666666714"
"1019","1h7qyFpbf0qggP_pQnt_1D","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190439","202","228","[]","344.291005","292.5624166666671"
"1022","1h7qyFpbf0qggP_pQnt_qr","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191135","234","237","[]","322.4418800000002","283.113041666667"
"1024","1h7qyFpbf0qggP_pQnt_Ft","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189533","204","203","[]","317.7980833333335","259.159541666667"
"1027","1h7qyFpbf0qggP_pQnt_vQ","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190960","209","201","[]","335.0753300000002","268.6792500000003"
"1029","1h7qyFpbf0qggP_pQnt_1e","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190402","227","223","[]","356.14463","283.65117666666714"
"1033","1h7qyFpbf0qggP_pQnt_kO","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191538","202","232","[]","341.2432966666668","277.75758333333386"
"1036","1h7qyFpbf0qggP_pQnt_FG","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189562","203","206","[]","319.8630833333335","259.159541666667"
"1037","1h7qyFpbf0qggP_pQnt_Gm","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189338","S201","201","[]","305.65708333333333","261.4383750000005"
"1039","1h7qyFpbf0qggP_pQnt_AF","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189733","203","214","[]","352.93475","259.15954166666717"
"965","1h7qyFpbf0qggP_pQnt_3s","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190300","223","222","[]","358.68462999999986","283.2400800000003"
"1032","1h7qyFpbf0qggP_pQnt_6x","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189969","203","217","[]","370.77791666666684","263.9323333333338"
"1042","1h7qyFpbf0qggP_pQnt_ws","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190748","202","212","[]","344.29100500000015","269.8150833333337"
"1046","1h7qyFpbf0qggP_pQnt_qY","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191112","236","229","[]","323.3710466666668","293.6982500000005"
"1055","1h7qyFpbf0qggP_pQnt_pi","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191302","205","237","[]","321.3060466666668","277.40251333333384"
"1057","1h7qyFpbf0qggP_pQnt_ro","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191192","233","237","[]","322.2352133333335","281.0480416666672"
"1062","1h7qyFpbf0qggP_pQnt_sR","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191025","235","229","[]","334.358005","293.6982500000005"
"967","2N3oFtM8X6lO2dN1$77xQu","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186334","113","105","[]","372.6424183333335","293.2375833333338"
"969","2N3oFtM8X6lO2dN1$77xv3","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188197","143","145","[]","311.86666","245.52262500000035"
"971","2N3oFtM8X6lO2dN1$77xVs","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186000","141","113","[]","346.9528333333335","290.0311250000005"
"974","2N3oFtM8X6lO2dN1$77x9N","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185137","142","123","[]","340.73524666666685","268.80407833333385"
"975","2N3oFtM8X6lO2dN1$77uCq","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189010","158","154","[]","364.3360833333335","250.77004166666717"
"978","2N3oFtM8X6lO2dN1$77xzD","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187947","144","143","[]","309.6383266666667","245.729291666667"
"979","2N3oFtM8X6lO2dN1$77xq_","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187480","133","140","[]","321.009625","284.32891666666694"
"980","2N3oFtM8X6lO2dN1$77xo6","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187872","147","143","[]","330.55104166666683","245.729291666667"
"981","2N3oFtM8X6lO2dN1$77x$U","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188088","143","146","[]","314.63675","242.69845833333366"
"985","2N3oFtM8X6lO2dN1$77xWY","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186692","110","113","[]","371.3646033333335","290.52854166666697"
"988","2N3oFtM8X6lO2dN1$77xYv","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186847","113","109","[]","373.65960333333334","290.52854166666697"
"991","2N3oFtM8X6lO2dN1$77xkJ","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187125","138","140","[]","317.3003366666667","271.3039166666672"
"992","2N3oFtM8X6lO2dN1$77xjY","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186884","139","140","[]","306.58625","271.3039166666672"
"993","2N3oFtM8X6lO2dN1$77xEd","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185025","122","142","[]","340.73524666666685","266.73907833333385"
"995","2N3oFtM8X6lO2dN1$77uCB","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189037","158","155","[]","365.5780447678163","249.9258750000005"
"1000","2N3oFtM8X6lO2dN1$77u3r","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188819","151","152","[]","357.3633433333333","255.13020833333383"
"1001","2N3oFtM8X6lO2dN1$77xnt","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187665","143A","121","[]","330.55104166666666","260.588410000001"
"1004","2N3oFtM8X6lO2dN1$77xcM","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186608","114","112","[]","350.60587000000015","278.4688333333338"
"1005","2N3oFtM8X6lO2dN1$77xwP","M_Double-Flush:1830 x 2083mm:1830 x 2083mm:188415","143","121","[]","308.006455","260.588410000001"
"1006","2N3oFtM8X6lO2dN1$77xeH","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187255","132","140","[]","321.009625","288.980291666667"
"1007","2N3oFtM8X6lO2dN1$77xb8","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186414","113","107","[]","377.54937500000017","291.8830625000005"
"1008","2N3oFtM8X6lO2dN1$77xGO","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185726","141","129","[]","332.95661166666684","292.57083333333367"
"1010","2N3oFtM8X6lO2dN1$77u0o","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188756","121","152","[]","353.58125","260.58841000000115"
"1011","2N3oFtM8X6lO2dN1$77x0R","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184701","121","116","[]","352.4379166666668","263.89558333333383"
"1012","2N3oFtM8X6lO2dN1$77xRF","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186281","104","113","[]","361.6627516666667","293.2375833333338"
"1014","2N3oFtM8X6lO2dN1$77xaz","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186459","114","142","[]","344.8204166666668","277.29133333333385"
"1015","2N3oFtM8X6lO2dN1$77xtv","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187551","134","140","[]","321.009625","279.677541666667"
"1018","2N3oFtM8X6lO2dN1$77xbr","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186387","106","113","[]","374.8707516666668","293.2375833333338"
"1020","2N3oFtM8X6lO2dN1$77x1u","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184606","121","117","[]","357.9782916666667","263.89558333333383"
"1021","2N3oFtM8X6lO2dN1$77xei","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187210","137","140","[]","319.36533666666685","271.3039166666672"
"1025","2N3oFtM8X6lO2dN1$77xsW","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187590","S101","121","[]","305.65708333333333","261.51757666666765"
"1026","2N3oFtM8X6lO2dN1$77xOj","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186187","102","113","[]","353.08554","293.23758333333365"
"1028","2N3oFtM8X6lO2dN1$77uF4","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189090","151","156","[]","358.29251","243.5437300000005"
"1030","2N3oFtM8X6lO2dN1$77xUv","M_Double-Flush:1830 x 2083mm:1830 x 2083mm:186079","141","101","[]","344.49579166666666","292.5708333333338"
"1031","2N3oFtM8X6lO2dN1$77u8l","M_Double-Flush:1830 x 2083mm:1830 x 2083mm:189257","158","157","[]","368.5538781011497","249.9258750000005"
"1034","2N3oFtM8X6lO2dN1$77xDb","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184835","121","115","[]","349.1253333333335","263.89558333333383"
"1035","2N3oFtM8X6lO2dN1$77xGt","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185681","141","130","[]","328.04406","292.57083333333367"
"1038","2N3oFtM8X6lO2dN1$77xD6","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184864","121","119","[]","346.55079166666667","263.89558333333383"
"1040","2N3oFtM8X6lO2dN1$77xJp","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185749","141","128","[]","340.21995833333335","292.5708333333338"
"994","2N3oFtM8X6lO2dN1$77xNK","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185522","141","127","[]","334.3874583333333","290.0311250000005"
"1003","2N3oFtM8X6lO2dN1$77u2P","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188927","158","153","[]","364.3360833333335","256.0593750000005"
"1041","2N3oFtM8X6lO2dN1$77xH0","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185638","131","141","[]","322.227125","292.57083333333367"
"1043","2N3oFtM8X6lO2dN1$77xKn","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185431","141","126","[]","336.61579166666667","290.0311250000005"
"1045","2N3oFtM8X6lO2dN1$77u5A","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188460","121","150","[]","351.51625","260.58841000000115"
"1048","2N3oFtM8X6lO2dN1$77xRk","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186248","103","113","[]","359.4344183333333","293.23758333333365"
"1051","2N3oFtM8X6lO2dN1$77xpX","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187783","148","143","[]","331.7285416666667","247.57345833333383"
"1052","2N3oFtM8X6lO2dN1$77u2e","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188878","153","121","[]","363.20025000000015","260.58841000000115"
"1053","2N3oFtM8X6lO2dN1$77x7o","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184468","S102","121","[]","378.5650833333335","261.5175766666678"
"1054","2N3oFtM8X6lO2dN1$77u67","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188641","151","150","[]","351.5162500000002","253.91020833333383"
"1056","2N3oFtM8X6lO2dN1$77xAg","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185292","125","142","[]","341.4707916666667","277.6728750000005"
"1058","3If4otxpvBjO9DSa$bK$uj","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:207624","143A","143","[]","330.67520833333333","254.92620833333382"
"1061","2N3oFtM8X6lO2dN1$77xm_","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187736","143","149","[]","331.7285416666667","252.3623750000005"
"1063","2N3oFtM8X6lO2dN1$77xCp","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184917","135","121","[]","332.35320666666684","265.03141666666716"
"1065","2N3oFtM8X6lO2dN1$77xXr","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186643","114","111","[]","352.93420333333347","278.4688333333338"
"1066","2N3oFtM8X6lO2dN1$77xF_","M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184984","121","136","[]","326.99279500000017","265.03141666666716"
